Epoch,Train Loss,Val Loss,Val Spearman,Learning Rate
1,64.20685950935358,54.39074222456872,0.45562804509389637,0.001
2,42.29195030393382,47.75964350980871,0.5001655947628669,0.001
3,39.33437480931614,46.656526831618876,0.5152478229517548,0.001
4,37.65625249261666,42.14697319596118,0.5546652081037454,0.001
5,36.57887338243197,36.40351064170564,0.6204131493964956,0.001
6,35.77226055988522,54.459283087069615,0.5017807959031538,0.001
7,35.18975556248754,53.36103681385107,0.5121956937928982,0.001
8,34.647084450529576,48.59616523608622,0.5344549347431151,0.001
9,34.30054625683806,33.889426388314334,0.6495729285792032,0.001
10,33.86781199139895,37.83745223964053,0.6254613437319494,0.001
11,33.40351453653116,41.8521133836669,0.5696008490247034,0.001
12,33.16617956066419,42.80764452975792,0.5965850982117907,0.001
13,32.780115455351456,42.59790204880891,0.5855358195555551,0.001
14,32.53375044830379,33.00862556731455,0.6610414580587102,0.001
15,32.29989667679929,87.83349352691627,0.2994606870103553,0.001
16,31.96078468326251,38.795381444897515,0.6046451149207254,0.001
