Epoch,Train Loss,Val Loss,Val Spearman,Learning Rate
1,0.5216649197367288,0.6210901467922173,0.5445042858218956,0.001
2,0.34494875378685025,1.8178621901912122,0.3358502599137228,0.001
3,0.2997432761928825,0.889595406523545,0.5118665775297495,0.001
4,0.2752872351552036,0.2494285244537365,0.7847306246185881,0.001
5,0.2616820692893104,0.27121991458241496,0.7796748151292358,0.001
6,0.24798425086848105,0.3117971473199161,0.7454527756653833,0.001
7,0.23896854257532618,0.2964546529640215,0.7399545932971451,0.001
8,0.23384443314218728,0.3178737111361178,0.7345009260555406,0.001
9,0.22734016122435124,0.23897534158960201,0.779048289312491,0.001
10,0.22125095572535916,0.46495242581465845,0.6853648370738784,0.001
11,0.21708806387593738,0.39734861523345555,0.7366329271123134,0.001
12,0.21713577333111017,0.2771542903664824,0.780290532865092,0.001
13,0.21353099241791856,0.3358593152578411,0.7489313616754891,0.001
14,0.2089495635696572,0.5168446634405892,0.6817309224216934,0.001
15,0.21074862841539074,0.25281573699757376,0.8111299864864436,0.0001
16,0.19275221865309847,0.11851903931888758,0.8847425181165414,0.0001
17,0.18886719131957874,0.12097466411232675,0.8837995421848647,0.0001
18,0.18828971263281213,0.11804890248545988,0.8887653142278639,0.0001
19,0.18725437722145916,0.11723593535361351,0.8883989837833282,0.0001
20,0.18510277596786473,0.11574914787132563,0.8887631514772841,0.0001
21,0.18512808323735253,0.11253723594366456,0.8914214374383324,0.0001
22,0.18574095703327034,0.11299333360424654,0.8922391941084915,0.0001
23,0.18436907765378452,0.11571718449921349,0.8899747353112658,0.0001
24,0.18360431519365777,0.11375826120239983,0.8889724874409065,0.0001
25,0.1836819491141793,0.11605773508503202,0.8916023367890689,0.0001
26,0.18227971643590823,0.11207382798627463,0.8909633070031779,0.0001
27,0.1826372036545384,0.1134920854380424,0.893581795584042,0.0001
28,0.18186856380229902,0.11270983297352212,0.892363246715807,0.0001
29,0.1815921434075115,0.11053867409300312,0.8946072274572696,0.0001
30,0.1815564061266256,0.11016659463654045,0.8951466045130582,0.0001
31,0.18047729450011846,0.11015183592543883,0.8939650556212295,0.0001
32,0.18031163414220694,0.11306333038031008,0.8902345215867618,0.0001
33,0.18202530234395248,0.11147266774117445,0.8929181722671057,0.0001
34,0.17918329349271417,0.10746378694170755,0.8958209860619488,0.0001
35,0.17981946232304852,0.1088243242412965,0.8949326918572383,0.0001
36,0.1807133617853844,0.1075967453334785,0.895412064162563,0.0001
37,0.1792657904455271,0.1166750088709743,0.8927458279507785,0.0001
38,0.1797740393784591,0.1103587767042396,0.894575708548633,0.0001
39,0.17939145622795663,0.11297209618927596,0.896767655840324,0.0001
40,0.17918196235267167,0.11333792510152865,0.8912787910828036,1e-05
41,0.17776813362479787,0.10510643412813692,0.8980217375330447,1e-05
42,0.17638373570858584,0.10468485903840105,0.8983648593323791,1e-05
43,0.17615451544968355,0.10440958810840699,0.8986577773837771,1e-05
44,0.17680539338363493,0.10484195318701979,0.8983736504952967,1e-05
45,0.17531354389986556,0.1038709237431642,0.8992186000953425,1e-05
46,0.17583332652964417,0.1041401325950557,0.8987977558043507,1e-05
47,0.17616148311289753,0.10427932077869374,0.8984998617567772,1e-05
48,0.1758487849438353,0.10405556375603352,0.8989026718611961,1e-05
49,0.17564422602986646,0.1044989475045521,0.8986008468456531,1e-05
50,0.17579229015813863,0.10437450117059478,0.8987457204588684,1e-05
51,0.17636886967859136,0.10404549263491715,0.8990140973619093,1.0000000000000002e-06
52,0.17531758629477476,0.10400926989166677,0.8990813463773604,1.0000000000000002e-06
53,0.17526870021080923,0.1039203758090393,0.8991439399812297,1.0000000000000002e-06
54,0.17568008669400634,0.1039517218848965,0.8990846065021103,1.0000000000000002e-06
55,0.1757589012550622,0.1039307241725776,0.8991125515846502,1.0000000000000002e-06
