epoch,train_loss,val_loss
1,0.7874506154413999,0.5887544464390233
2,0.5262939050151971,0.47480236921670305
3,0.4352357122316315,0.41055073209528653
4,0.39424636225666154,0.3863181100701386
5,0.369705215310366,0.36737286875832753
6,0.352983411490632,0.35181534402775316
7,0.3406370933118619,0.3412273216922328
8,0.3284657010764026,0.3299682376519689
9,0.3184847730483735,0.3212423695708221
10,0.3114238183891944,0.31559551071445896
11,0.3063648247547697,0.3100046428307047
12,0.3011727123454427,0.30389548022792023
13,0.29688768381137026,0.30021613358326676
14,0.2928508709064511,0.29642274863315077
15,0.2890099506629141,0.29217721690546794
16,0.28591539543211175,0.28978283534634786
17,0.28316017400705074,0.2859486214957147
18,0.28039728383128154,0.28288032901736926
19,0.27825547141606727,0.2782726360941833
20,0.2760727160284964,0.2771477122914116
21,0.2741406323236712,0.2765086886455428
22,0.2720241892423356,0.27230420286925333
23,0.26969541259929897,0.27070885952913537
24,0.26780679636594784,0.26929583667584184
25,0.26503106801988974,0.2670911573014169
26,0.26346405670403295,0.2647532325870586
27,0.2613790982790541,0.26264540626192995
28,0.2589769612944297,0.26040131978268893
29,0.25746114701745615,0.2583646116391668
30,0.25548180559890693,0.25580637269424944
31,0.2536053260405098,0.2540582941388184
32,0.2518981474866137,0.25295651999284635
33,0.2505781143618543,0.25034798231889616
34,0.24889308428079887,0.24873358573553697
35,0.24702653951907272,0.24889133926832452
36,0.24573626130391535,0.2477866939778598
37,0.24410536813964115,0.24545667053393597
38,0.24304766175849585,0.2454424354265321
39,0.24182797226894415,0.24342024888632433
40,0.24122623928140796,0.24206311325981933
41,0.23981488478240784,0.24123693524666553
42,0.23944132714465474,0.24372116659047469
43,0.23839990545117684,0.24179838822697694
44,0.2376305533653241,0.23965559590537594
45,0.23698478352510188,0.2399804898590412
46,0.23617681304803875,0.23811991484660022
47,0.23519311688448252,0.23650901328842594
48,0.23425257491152823,0.23761905139347292
49,0.23420460985608077,0.23717203342689658
50,0.23345721160110675,0.23511307082086239
51,0.23265487575930272,0.2372178463441021
52,0.2321891675582913,0.23417577822253388
53,0.23142067731567548,0.23296251780581925
54,0.23121193600328346,0.23514197710550055
55,0.2303740476307116,0.2326696664094925
56,0.22970756011431298,0.23281519086855762
57,0.22922876470111775,0.22955955283821755
58,0.22845048346873106,0.23070612296743212
59,0.22802829043716905,0.23011728924400401
60,0.22762980714939426,0.2300473575322133
61,0.22704072660236269,0.23234857337654763
62,0.2270605656091106,0.22859855980243324
63,0.22630205172956275,0.2310825246122648
64,0.22587936638930198,0.22879838887250648
65,0.2259490104240664,0.23017866319080568
66,0.2253264332787272,0.22757838638323657
67,0.22553256118411652,0.2273200514181605
68,0.22530460821099257,0.2273232785035979
69,0.22459650438938414,0.2275747041094978
70,0.22502032357254667,0.2276920791504518
71,0.2247697098546051,0.22892699067322714
72,0.22456801016079753,0.22894459878498652
73,0.22458937072582794,0.22751072161602523
74,0.22436630533357557,0.22788103205977744
75,0.2241548836659016,0.22549632669619793
76,0.22422873089758402,0.22707383587675276
77,0.22367162382203426,0.22652000469981498
78,0.22391696260021063,0.22726522835920443
79,0.22358384913805,0.22658625357555892
80,0.22346741317561938,0.22614266765567492
81,0.22324652670388018,0.22569383624589667
82,0.22306552376045566,0.22537456143577145
83,0.2230508486477382,0.2253645273312083
84,0.22290869513481998,0.22813742396966466
85,0.22331606963890022,0.22569949334522463
86,0.2229568342985719,0.22577163127233396
87,0.22243775445165817,0.22589569046812238
88,0.22277256696703332,0.2255721207497255
89,0.22213782633890947,0.22548746528490535
90,0.22241926057772202,0.22481425275217812
91,0.2221198572496478,0.22617462389874007
92,0.22207822846738914,0.22472257237389404
93,0.22186677050932743,0.22498653323020576
94,0.22162220659153314,0.2242582524722477
95,0.2214516483282929,0.22466945395154772
96,0.2216939306572864,0.22653664283032687
97,0.22141536392948843,0.22413456411856525
98,0.22156371718103235,0.2250702204007023
99,0.22166991312252848,0.2244440921634998
100,0.22123595601633975,0.2246002383389563
101,0.22125969164109116,0.22583555528577767
102,0.22134651008405185,0.22470254268286363
103,0.2210956268975039,0.22500681033674277
104,0.22099327092820947,0.22434803028151673
105,0.22093086422345284,0.22415587615292026
106,0.22098772028131347,0.22413808219837691
107,0.22069990456674657,0.22404105792630394
108,0.22099561932269465,0.224908931356556
109,0.22085707410100544,0.22503998228963815
110,0.22031845701368233,0.22403650379405832
111,0.22077724879438226,0.22372462277142507
112,0.2204217639123424,0.22448312280313024
113,0.22068984827926855,0.22379503722460764
114,0.22048861907714862,0.22437824505680012
115,0.2203568065423144,0.22376121440023747
116,0.22043554534752402,0.22388280759442528
117,0.22045742103642824,0.22343477128811604
118,0.2205608404424202,0.22395823080584687
119,0.22019227276863665,0.2240478795654369
120,0.2202809270489159,0.22422910186479678
121,0.2200057239195947,0.2232070947593113
122,0.22011699702180743,0.22286362608648697
123,0.220189063956863,0.22361332881000806
124,0.2201606671205548,0.22331329589744783
125,0.22009447181338898,0.22400634974803565
126,0.22004570794162567,0.22470913180765115
127,0.22025159846224854,0.22336955452865026
128,0.22003605769296583,0.2237975004146684
129,0.21969784689291813,0.22304765627069292
130,0.21976963869122226,0.22360882612894167
131,0.219876172653796,0.22410598228562553
132,0.21970837295910958,0.22416077835379905
133,0.2197506169668225,0.22380561367520746
134,0.2197474107930535,0.22363868777482016
135,0.21969858268231296,0.22343650122858444
136,0.219341244138599,0.22360701746535752
137,0.2197018356271908,0.2231760947209484
138,0.21979856712110876,0.22280641603020002
139,0.21976580096488935,0.222714309422475
140,0.21974837223878887,0.22461720766886226
141,0.21973395440281862,0.2237515275208455
142,0.21932893831051137,0.22394463785414426
143,0.21956934719279622,0.2236477533039057
144,0.2193278796507411,0.22356947750415443
145,0.21909632537353552,0.22490149230327247
146,0.21919484383038926,0.22219898059683027
147,0.21950864620756305,0.2236963094405408
148,0.2192346369535729,0.22451452742207725
149,0.2194085681552522,0.22385624613402025
150,0.2197236921370885,0.2234184463631432
151,0.21944619201872337,0.2230111391476865
152,0.21939278604311235,0.22257420504992864
153,0.2191429434067895,0.2231733149515008
154,0.2192836485838776,0.2236737572359589
155,0.21915173459281193,0.22341016441021325
156,0.21920958125705353,0.22235616591741453
157,0.21910168444425865,0.2237715462468705
158,0.2189329150333359,0.22423229549291
159,0.21910148010584726,0.2256055052550334
160,0.21887790315459218,0.22300118404739308
161,0.2187451052180888,0.22274330680100424
162,0.2188944561344585,0.2247041494778867
163,0.2186805314994885,0.22408485721867039
164,0.21888060632504916,0.2223314642906189
165,0.21878869867210754,0.22339110385696842
166,0.21890698223593133,0.22374463924821816
167,0.21882678611141643,0.22281082255660362
168,0.2186315230775678,0.22244033835968882
169,0.21864912541289078,0.22271829759174921
