Epoch,TrainLoss,ValLoss,ValSpearman,LR
1,88.99006566388057,74.14688803712232,0.5180296508847442,0.0009972636867364526
2,70.51982434958413,65.58096282732448,0.6311402609824419,0.000989084726566536
3,64.65659114997295,54.01045528424001,0.6906104541498466,0.0009755527298894293
4,61.57051850663192,59.01653078631404,0.6511463490807395,0.000956815956092479
5,59.72576357726947,56.81162521265218,0.6700731618204016,0.0009330796891903273
6,58.191905143351,56.58132381985322,0.6634945388547784,0.0009046039886902862
7,56.528151160075005,48.506315306160886,0.7358593914766333,0.0008717008403259584
8,54.916200652743896,52.09199803049972,0.6963050755827251,0.0008347307378762498
9,52.79923523458018,49.98886476923274,0.7095092543910461,0.0007940987335200903
10,51.81828891148004,53.70707894382902,0.6816293431476516,0.0007502499999999999
11,50.26994313995787,59.49175191254277,0.642196221012265,0.0007036649532163623
12,48.74165199775605,47.607427667838266,0.7252498878660691,0.0006548539886902863
13,47.4088113297407,45.28685740676184,0.7470882308384649,0.0006043518895634708
14,46.20262049557847,44.38042344369413,0.747450623939926,0.000552711967402193
15,45.09542665874199,48.10271751589892,0.7264466762314683,0.0005005
16,43.86111794803045,44.18882449282568,0.7464533563364625,0.0004482880325978072
17,42.776506462239944,51.00005783129598,0.7017424573222715,0.0003966481104365293
18,41.3930589715491,44.76620725306069,0.7429034816471658,0.0003461460113097138
19,40.74441592958599,46.38788368896614,0.7315884996628556,0.00029733504678363786
20,39.762782681917166,41.881518609703285,0.7632453193366425,0.0002507500000000001
21,38.73967548875267,44.65222353242488,0.7426902043956503,0.00020690126647990973
