epoch,train_mse,val_mse,lr
1,0.028417,0.023007,1.000000e-03
2,0.019804,0.016957,1.000000e-03
3,0.017245,0.017216,1.000000e-03
4,0.017363,0.016093,1.000000e-03
5,0.016772,0.016128,1.000000e-03
6,0.016298,0.015770,1.000000e-03
7,0.015779,0.015292,1.000000e-03
8,0.015409,0.015688,1.000000e-03
9,0.015105,0.014735,1.000000e-03
10,0.014532,0.015222,1.000000e-03
11,0.014586,0.014360,1.000000e-03
12,0.013782,0.014534,1.000000e-03
13,0.013674,0.014213,1.000000e-03
14,0.013275,0.013885,1.000000e-03
15,0.012985,0.013828,1.000000e-03
16,0.012586,0.014038,1.000000e-03
17,0.012533,0.013874,1.000000e-03
18,0.012072,0.013569,1.000000e-03
19,0.011827,0.014310,1.000000e-03
20,0.011726,0.014028,1.000000e-03
21,0.011563,0.013204,1.000000e-03
22,0.011584,0.014413,1.000000e-03
23,0.011384,0.013303,1.000000e-03
24,0.011213,0.012884,1.000000e-03
25,0.011374,0.012916,1.000000e-03
26,0.011026,0.012992,1.000000e-03
27,0.010859,0.012930,1.000000e-03
28,0.010623,0.012692,1.000000e-03
29,0.010592,0.012664,1.000000e-03
30,0.010595,0.012889,1.000000e-03
31,0.010338,0.012552,1.000000e-03
32,0.010234,0.012570,1.000000e-03
33,0.010110,0.012439,1.000000e-03
34,0.010050,0.012470,1.000000e-03
35,0.009838,0.012335,1.000000e-03
36,0.009737,0.012314,1.000000e-03
37,0.009615,0.012228,1.000000e-03
38,0.009493,0.012262,1.000000e-03
39,0.009428,0.012158,1.000000e-03
40,0.009179,0.012809,1.000000e-03
41,0.009213,0.012055,1.000000e-03
42,0.009375,0.012717,1.000000e-03
43,0.009214,0.011953,1.000000e-03
44,0.008979,0.012058,1.000000e-03
45,0.008919,0.011912,1.000000e-03
46,0.008971,0.012453,1.000000e-03
47,0.008890,0.011784,1.000000e-03
48,0.008721,0.011843,1.000000e-03
49,0.008551,0.011743,1.000000e-03
50,0.008634,0.011646,1.000000e-03
51,0.008451,0.012238,1.000000e-03
52,0.008292,0.011656,1.000000e-03
53,0.008225,0.011570,1.000000e-03
54,0.008207,0.011593,1.000000e-03
55,0.008188,0.011938,1.000000e-03
56,0.008091,0.011917,1.000000e-03
57,0.007984,0.011722,1.000000e-03
58,0.007956,0.011640,1.000000e-03
59,0.007969,0.011471,1.000000e-03
60,0.007874,0.011581,1.000000e-03
61,0.007821,0.011648,1.000000e-03
62,0.007761,0.011691,1.000000e-03
63,0.007769,0.011492,1.000000e-03
64,0.007698,0.011602,1.000000e-03
65,0.007664,0.011432,1.000000e-03
66,0.007674,0.011975,1.000000e-03
67,0.007585,0.011362,1.000000e-03
68,0.007544,0.011328,1.000000e-03
69,0.007539,0.011360,1.000000e-03
70,0.007466,0.011347,1.000000e-03
71,0.007484,0.011326,1.000000e-03
72,0.007481,0.011448,1.000000e-03
73,0.007320,0.011270,1.000000e-03
74,0.007223,0.011260,1.000000e-03
75,0.007227,0.011342,1.000000e-03
76,0.007090,0.011255,1.000000e-03
77,0.007012,0.011108,1.000000e-03
78,0.007029,0.011300,1.000000e-03
79,0.006973,0.011211,1.000000e-03
80,0.006888,0.011486,1.000000e-03
81,0.006832,0.011047,1.000000e-03
82,0.006845,0.011187,1.000000e-03
83,0.006856,0.011180,1.000000e-03
84,0.006779,0.011759,1.000000e-03
85,0.006843,0.010979,1.000000e-03
86,0.006649,0.010907,1.000000e-03
87,0.006631,0.010878,1.000000e-03
88,0.006605,0.010931,1.000000e-03
89,0.006523,0.010850,1.000000e-03
90,0.006547,0.010998,1.000000e-03
91,0.006579,0.010929,1.000000e-03
92,0.006469,0.010840,1.000000e-03
93,0.006418,0.010817,1.000000e-03
94,0.006444,0.010944,1.000000e-03
95,0.006413,0.010819,1.000000e-03
96,0.006432,0.010887,1.000000e-03
97,0.006405,0.010714,1.000000e-03
98,0.006282,0.010771,1.000000e-03
99,0.006333,0.010796,1.000000e-03
100,0.006234,0.010889,1.000000e-03
101,0.006170,0.010786,1.000000e-03
102,0.006318,0.010891,1.000000e-03
103,0.006141,0.010689,1.000000e-03
104,0.006117,0.010637,1.000000e-03
105,0.006027,0.010696,1.000000e-03
106,0.006083,0.010801,1.000000e-03
107,0.006102,0.011296,1.000000e-03
