Epoch,Train Loss,Val Loss,Val Spearman,Learning Rate
1,330007.8048961915,1.5608590568611007,nan,0.01
2,1.6571175523603154,1.5573537353983897,nan,0.01
3,1.6528564308874443,1.5528071289290926,nan,0.01
