Epoch,Train Loss,Val Loss,Val Spearman,Learning Rate
1,0.9787545856163697,1.0121676139488907,0.14505770763206505,0.01
2,0.9557230100604585,0.9867686329487555,0.22835134422742173,0.01
3,0.9397765348407033,0.9414031452047611,0.2967811843450749,0.01
4,0.9337133536315246,0.9853385185053248,0.2083155295153522,0.01
5,0.9263002059652091,0.9783877871707528,0.23744501351595915,0.01
6,0.9207190061190257,0.9266503256951978,0.32148156014862056,0.01
7,0.9157564766233169,0.9041100240753083,0.37709675077604937,0.01
8,0.911405885571187,0.9132419451981961,0.36054511338115847,0.01
9,0.9077663943695797,0.92348573736088,0.36222995192388535,0.01
10,0.908318431760437,0.9410695236600087,0.30952847700041836,0.01
11,0.9031856570670055,0.8911028499374847,0.3950647507748056,0.01
12,0.9011788307005175,0.8904712471419466,0.4024125625644232,0.01
13,0.8946376173131069,0.907115605491364,0.37491960867590846,0.01
14,0.8907721887932046,0.898044526148699,0.3847909724853915,0.01
15,0.8895043025992734,0.9052007605929575,0.3800339264039687,0.01
16,0.8857415703746226,0.8998359483873059,0.3992088751759792,0.01
17,0.8816811077286694,0.8733566719614817,0.41999562153731274,0.01
18,0.8810433947517051,0.874094934235076,0.42446198657533096,0.01
19,0.8797268664556664,0.8793152617123312,0.4138428264192379,0.01
20,0.8815988117857132,0.8804912834824202,0.41376731055300675,0.01
21,0.8769412143517084,0.8758540496854725,0.4256680878203246,0.01
22,0.877094647630565,0.8816160436875806,0.41847415578955866,0.01
23,0.875400546907504,0.8761746976189985,0.41530026916828816,0.001
24,0.858101224021152,0.8601501347775945,0.44043409197234096,0.001
25,0.8537677356022028,0.858200100581803,0.44478127509576587,0.001
26,0.8514939859110111,0.8558424070923628,0.4481673992764692,0.001
27,0.8498777786866868,0.855109022406047,0.4496384911554007,0.001
28,0.84896234285155,0.8537351676090035,0.45234255682728197,0.001
29,0.8476995034013649,0.8527896367147297,0.4544587584709064,0.001
30,0.8464349280986481,0.8523755124942985,0.455653129143891,0.001
31,0.8453206732469791,0.851552679010494,0.4566909846127505,0.001
32,0.844306358749914,0.8511194590322986,0.45783856902716247,0.001
33,0.8433937220484897,0.8500674049297493,0.45965730740347327,0.001
34,0.8421985274357859,0.8490215698402085,0.4616870877718666,0.001
35,0.8411617507422678,0.849050346605792,0.46109157470966705,0.001
36,0.8403587646426546,0.8483270762923235,0.46274777824246494,0.001
37,0.839280655238064,0.8481725729154256,0.46325968683078794,0.001
38,0.8384219109164257,0.8475759531209569,0.4652193090179754,0.001
39,0.8373913201301965,0.8466707307421518,0.46639774850936766,0.001
40,0.8357674333038649,0.8445574636944754,0.46916922819434176,0.001
41,0.8343026468114486,0.8436657343082086,0.47037246437930114,0.001
42,0.8328090272882881,0.8426468397328953,0.4714227459603007,0.001
43,0.8315592442181389,0.8413999738093622,0.4728104208424824,0.001
44,0.8300772836633492,0.8407385731885533,0.4737282089417048,0.001
45,0.8289541726894838,0.8397889591262726,0.4748085436140686,0.001
46,0.8278363771577102,0.8397480061668122,0.4748631913961683,0.001
47,0.8264430910638928,0.8386059343457936,0.47664439593164676,0.001
48,0.8255752067862915,0.8389551740920472,0.47630558961771946,0.001
49,0.8241828113888031,0.837393661459049,0.4781811703196123,0.001
50,0.8227642854453383,0.8361435144961237,0.48053407377596197,0.001
51,0.821471355457223,0.8351803308475517,0.4830629309627985,0.001
52,0.820261920349811,0.8346200697436305,0.4851869634963018,0.001
53,0.8190158003639151,0.8332797627249163,0.48731393158893166,0.001
54,0.817552214022935,0.8326781611956522,0.4884328565514168,0.001
