Epoch,Train Loss,Val Loss,Val Spearman,Learning Rate
1,93.91812221728625,104.0785443928881,0.267132708323639,0.001
2,63.68599165305128,66.3693614554642,0.5352975768943216,0.001
3,58.83860766393597,56.831695525167184,0.598244808756565,0.001
4,56.614847137837025,56.64465975429923,0.6017751729674543,0.001
5,55.49048358275066,56.81630513983159,0.6117212066815931,0.001
6,54.13985298827323,63.13578831357206,0.585458232346926,0.001
7,53.45814323112004,107.73793950208368,0.4118204275776877,0.001
8,52.757485569850786,62.47317722632377,0.5820729022461286,0.001
9,52.20511636362797,71.61767162675618,0.5514307914887464,0.001
10,51.66547911556662,60.03813346705426,0.5850168759752414,0.0001
11,49.8250945988967,45.508551762102215,0.6903665751675453,0.0001
12,49.559839286616224,45.354604235853834,0.6915857381226594,0.0001
13,49.39419656718058,45.277890718720904,0.6933393221521141,0.0001
14,49.252389942153016,45.42218170340868,0.692646117143198,0.0001
15,49.17719872937064,45.150069154720434,0.6946019196082905,0.0001
16,49.0276296004978,44.88930364481997,0.6959481386891013,0.0001
