Epoch,TrainLoss,ValLoss,ValSpearman,LR
1,10.596963392491647,15.28112666365029,0.4827844761092844,0.0004969282409784868
2,6.852322508830022,12.278241997870847,0.6187074249989851,0.00048778860081564085
3,6.107065641555903,16.445291320137354,0.46399504729428004,0.00047280612778499774
4,5.706729588279327,13.732985001716061,0.6107936507936508,0.00045234974009654937
5,5.392681455007505,12.328307674242103,0.6373929281857671,0.00042692314190604356
6,5.137721206663047,17.304666248266248,0.6010826939471441,0.000397152420446972
7,4.930273474710484,14.839984611842944,0.508602281492307,0.0003637706296850169
8,4.747730909866533,13.689166823677395,0.5789826655299801,0.0003275997400965494
9,4.557728128305097,24.639809069426164,0.2610307311330329,0.00028953039902753766
10,4.388525616212521,13.807463444143101,0.5370515162586774,0.0002505
11,4.213677210545035,21.401528162196062,0.259938294158243,0.00021146960097246235
12,4.053456053011949,16.329023015671883,0.4570413672715463,0.00017340025990345066
