Epoch,Train Loss,Val Loss,Val Spearman,Learning Rate
1,1.133057459106811,0.7311120624848229,0.6669743690391123,0.0001
2,0.7068858186579984,0.5621039456133627,0.7284116012061281,0.0001
3,0.5839163526079271,0.5073270397936688,0.7486753782984512,0.0001
4,0.5122688795603224,0.4138701286090067,0.7900459026330621,0.0001
5,0.4636217791931055,0.3630053343073478,0.8087304553476232,0.0001
6,0.42335542412956084,0.35119681876975223,0.8163926891107682,0.0001
7,0.39810731972305297,0.317129377598431,0.8278774526345218,0.0001
8,0.37072883217296226,0.316333976285525,0.8308123393001327,0.0001
9,0.35079221520277626,0.29548876051961054,0.8421228501713363,0.0001
10,0.33229012369490263,0.2876439028837191,0.8443271204833765,0.0001
11,0.31392297664516144,0.2565455933715479,0.8558274457375474,0.0001
12,0.29850200517250713,0.24622086071622015,0.8575550277055135,0.0001
13,0.28772030963226136,0.23242097534096998,0.8649509320074181,0.0001
14,0.27356769108846046,0.22729724539519267,0.868448920603901,0.0001
15,0.2615959398740753,0.21960483539687303,0.8700619554536837,0.0001
16,0.252111253613543,0.20557125197784695,0.876432939870805,0.0001
17,0.2440331582711558,0.22409051357561435,0.8703078509837885,0.0001
18,0.23438407210629958,0.19402569795811422,0.8819007431623916,0.0001
19,0.22715265834717205,0.20203047463964924,0.8745290870216521,0.0001
20,0.21930627443627507,0.19150769827564407,0.8800160013967927,0.0001
21,0.21337119387024805,0.1905780735682494,0.8801530303435182,0.0001
22,0.20662627246359908,0.1816492325572953,0.8833048540128036,0.0001
23,0.2016363349904023,0.1816522639065503,0.8881581094757318,0.0001
24,0.1968371805475696,0.16847565943180284,0.8908904396780839,0.0001
25,0.19203113017018827,0.17378066627008484,0.8883484299455382,0.0001
26,0.18566789769068537,0.16204752493123228,0.8942399951071716,0.0001
27,0.18289222458047413,0.16731970104167623,0.8932239153431661,0.0001
28,0.17798667501909646,0.16244360302995414,0.8921366050420247,0.0001
29,0.1747075097352281,0.14958086899212064,0.8968094701322259,0.0001
30,0.17049628196655509,0.13905446510719288,0.9008843158104805,0.0001
31,0.16758356830703916,0.14595607398255714,0.9003571908163412,0.0001
32,0.16351446148145143,0.14327483186291956,0.9012319964186339,0.0001
33,0.16112181094064446,0.146518599433786,0.8946805683179658,0.0001
34,0.15808994116935324,0.13785586568852068,0.9007312593127045,0.0001
35,0.15566762674482773,0.13485762103082935,0.899967062897582,0.0001
36,0.15311971515072162,0.12693073166245444,0.9046820517534371,0.0001
37,0.15070745837704838,0.12905092336823687,0.9014237106154203,0.0001
38,0.14883135542159112,0.12978162202127477,0.9004756207838241,0.0001
39,0.14517749324307194,0.12356163875532114,0.9044157561661399,0.0001
40,0.1431674660925623,0.12106385424539641,0.9055305125534457,0.0001
