Epoch,TrainLoss,ValLoss,ValSpearman,LR
1,90.43516820051656,88.72413556196153,0.4817124828027251,0.0009972636867364526
2,56.698667772852886,89.96993920214555,0.4251281978671839,0.000989084726566536
3,50.21440175324637,90.30951508133975,0.46713296944725663,0.0009755527298894293
4,47.27556543209073,103.04365724018871,0.4060027043673409,0.000956815956092479
5,45.550648180874525,108.1548117337954,0.36788953154977244,0.0009330796891903273
6,44.035571349995394,94.77104856753007,0.4157020853834373,0.0009046039886902862
7,42.434308303198115,137.42491661528126,0.25178721867854137,0.0008717008403259584
8,41.37656333772073,83.37526893776409,0.500380404899955,0.0008347307378762498
9,40.39375950617019,121.67998447434282,0.39644845301220744,0.0007940987335200903
10,39.09020347350205,76.01979096757331,0.5340457665795889,0.0007502499999999999
11,38.25779502973048,87.94012099911208,0.455598583156936,0.0007036649532163623
12,37.560313905760154,97.07332389336628,0.502801828397745,0.0006548539886902863
13,36.89006978524726,203.86499373091303,0.19712784861206492,0.0006043518895634708
14,35.96619557921562,93.54238184581008,0.4567924221078491,0.000552711967402193
15,35.68135608650725,166.2932246785859,0.20310176303040176,0.0005005
16,34.76082989784034,76.62963635156208,0.5372709488176062,0.0004482880325978072
17,34.45584689568821,89.63406498691266,0.4421560368039381,0.0003966481104365293
18,33.78471647644469,79.80301350992873,0.5088326147645242,0.0003461460113097138
19,33.812333753341335,87.98410368728959,0.45505487789049914,0.00029733504678363786
20,32.88139412024273,90.87235175810045,0.4561805176999191,0.0002507500000000001
21,32.320078246588814,128.77015864718533,0.25302849025035457,0.00020690126647990973
22,32.1688376136147,99.41677900152038,0.4062738490509937,0.0001662692621237505
23,31.819494218141863,88.27523597389485,0.4664476742676852,0.00012929915967404152
24,31.47269199907164,101.4899240058314,0.3938203082412409,9.63960113097138e-05
25,31.16432733117652,89.73985610614831,0.4593375007964433,6.792031080967287e-05
26,31.004482273548152,94.47469186501635,0.437024110402375,4.418404390752082e-05
27,30.871942310817946,90.67687656624335,0.45322883997744,2.544727011057081e-05
28,30.64042066602326,90.48345062847186,0.4515172539108314,1.1915273433464058e-05
29,30.596799979893,88.36640544528206,0.46195313845841623,3.7363132635474917e-06
30,30.677493827498115,89.38275071925844,0.45518325274507454,1e-06
31,30.611267835525986,89.6588425351073,0.45380699878940634,3.7363132635474917e-06
