Epoch,TrainLoss,ValLoss,ValSpearman,LR
1,70.82973297060528,66.67254486401765,0.5967099231223209,0.0009972636867364526
2,48.749401882402594,64.2998666707032,0.6152056796338806,0.000989084726566536
3,45.15385949289673,60.65633185511453,0.644288815838727,0.0009755527298894293
4,43.48587230298368,69.96817953790985,0.5903779908353484,0.000956815956092479
5,42.14512190566718,64.1636049137559,0.6085816763359284,0.0009330796891903273
6,41.166732248943916,61.50876095741005,0.6340628302692128,0.0009046039886902862
7,40.235446772701266,63.03119326548128,0.6226446427234553,0.0008717008403259584
8,39.36627095507802,59.04424236632602,0.6481302691156295,0.0008347307378762498
9,38.69341654126568,62.02550347966066,0.6353693716292488,0.0007940987335200903
10,38.28814422996311,56.999832892161365,0.6640416249804331,0.0007502499999999999
11,37.28278832662092,54.68355507339218,0.6751772697971935,0.0007036649532163623
12,37.00963661561804,58.79982245940791,0.6502853137089616,0.0006548539886902863
13,36.23585038190644,58.1869061624619,0.6585396254996272,0.0006043518895634708
14,35.914172415544066,57.777966651267704,0.6595271638679769,0.000552711967402193
15,35.24900606773036,58.18642133178499,0.659364599710068,0.0005005
16,34.56958129968405,59.57654373979287,0.6472789462886855,0.0004482880325978072
17,34.06375494271355,58.41465538684298,0.6563864282262715,0.0003966481104365293
18,33.56901513171715,60.372444369982446,0.6424091191492217,0.0003461460113097138
19,33.010105522178556,58.42846804946216,0.6554119183251225,0.00029733504678363786
20,32.40264398116512,57.11446087726989,0.6641353521623853,0.0002507500000000001
21,31.98358145249151,61.87319220953706,0.6367967666066775,0.00020690126647990973
