Epoch,TrainLoss,ValLoss,ValSpearman,LR
1,100.66140244300868,69.4530054649733,0.5790559150059319,0.0009972636867364526
2,65.24154403480696,82.93428433629688,0.5042515551835544,0.000989084726566536
3,58.18766043377974,59.75195459438978,0.6555571192778566,0.0009755527298894293
4,55.86858105679095,90.4812795942499,0.44816223536571964,0.000956815956092479
5,54.06974907567733,59.68243439305769,0.6455757975292364,0.0009330796891903273
6,52.33535309201852,102.73175469470371,0.3614082389235994,0.0009046039886902862
7,51.190659953018695,79.67653096158266,0.5195410557347665,0.0008717008403259584
8,49.87777846195643,52.66245851647019,0.706788488864034,0.0008347307378762498
9,48.681557789153224,105.92297730124328,0.3463271249442924,0.0007940987335200903
10,47.61987320626521,76.65224049594656,0.5421371721892813,0.0007502499999999999
11,46.57237253692672,58.447719837926776,0.6623790847430434,0.0007036649532163623
12,45.08123350888613,63.313615609812494,0.6238439668507333,0.0006548539886902863
13,43.827685999819316,116.9628842027243,0.36272127184941855,0.0006043518895634708
14,42.30266214299504,69.18444455694448,0.5886541659413876,0.000552711967402193
15,41.45183979717794,62.53624763337459,0.6239649495761285,0.0005005
16,40.754813397434674,61.317575559788416,0.6343772618169178,0.0004482880325978072
17,39.5448508923884,56.3082280854603,0.6896967160597162,0.0003966481104365293
18,38.54490147368024,58.31666297458667,0.6702182503675777,0.0003461460113097138
19,38.13557813543692,66.04963228974694,0.602738653857312,0.00029733504678363786
20,37.24671124964879,57.144137900744624,0.6688438619167367,0.0002507500000000001
21,36.73980365809023,55.721106302690906,0.6885582439233958,0.00020690126647990973
22,36.240232563975766,69.82752935578509,0.5835020301642033,0.0001662692621237505
23,36.04333680333776,71.79991641828488,0.5817260531361068,0.00012929915967404152
24,35.59778009180294,66.73070100437128,0.610820053010186,9.63960113097138e-05
25,35.2017218716385,68.03311336781286,0.5982215539366915,6.792031080967287e-05
26,34.88626488323058,73.55395858179583,0.5653922999415503,4.418404390752082e-05
