Epoch,TrainLoss,ValLoss,ValSpearman,LR
1,85.65075256589742,68.33984120143154,0.5833822144571351,0.0009972636867364526
2,74.35199761593873,75.31559572775437,0.5821635548928283,0.000989084726566536
3,67.92920215976974,66.09337524626103,0.6071173311654967,0.0009755527298894293
4,61.04776116274187,59.72761621276431,0.6390614824230068,0.000956815956092479
5,56.520777060977004,58.32202358439541,0.6538663995796075,0.0009330796891903273
6,53.75760413087717,60.470746030659676,0.6445360185763241,0.0009046039886902862
7,52.10044932279798,62.41947722524198,0.6362167956439658,0.0008717008403259584
8,51.578627329608246,58.37531054204699,0.651981519491816,0.0008347307378762498
9,50.656441954086084,59.36243994920283,0.6489483447039961,0.0007940987335200903
10,49.5514471276228,57.57226930717171,0.6566317387457388,0.0007502499999999999
11,48.68981633971229,58.33094414895005,0.6623091353056456,0.0007036649532163623
12,47.73353536748654,57.491582808298325,0.6655245101782029,0.0006548539886902863
13,47.06809984043479,53.82671814943494,0.683157795453831,0.0006043518895634708
14,46.381182311195495,52.79916760655153,0.6865938465177627,0.000552711967402193
15,45.748005304675445,58.70524281961022,0.6538334628346262,0.0005005
16,45.009845939538494,52.169602092863215,0.6915881050442625,0.0004482880325978072
17,44.16069201469268,53.1105791027695,0.6867926218162355,0.0003966481104365293
18,43.57429196634317,55.84957318532792,0.6717157199598172,0.0003461460113097138
19,42.936693209725675,55.55996370544923,0.6778106646186001,0.00029733504678363786
20,42.1521056140933,51.355747767274615,0.699120289484046,0.0002507500000000001
21,41.40167882559147,52.85056328582356,0.687530447775048,0.00020690126647990973
22,40.92421645615181,53.03485586144974,0.6875960218400562,0.0001662692621237505
23,40.34581071062666,53.28623111384365,0.6866437007726661,0.00012929915967404152
24,39.75360935289083,55.24740604255876,0.6758323639450435,9.63960113097138e-05
25,39.241367668049215,51.67824399490397,0.6942050791455011,6.792031080967287e-05
26,38.91898174892126,52.04361607415481,0.693127448734705,4.418404390752082e-05
27,38.64336232888058,51.911301376856564,0.6931278978721367,2.544727011057081e-05
28,38.33293405596119,53.13185669711922,0.6873253416813012,1.1915273433464058e-05
29,38.198304245388506,53.01954096718181,0.6881221114848933,3.7363132635474917e-06
30,38.34048694390387,52.18517928579668,0.6921836612785146,1e-06
