epoch,val_loss,mean_corr
1,0.7325789928436279,0.4125008327951253
2,0.60561603307724,0.5661935280016529
3,0.5497155785560608,0.6202505947236359
4,0.5199992656707764,0.6494375545085668
5,0.49074557423591614,0.6753137677279455
6,0.47024857997894287,0.6909571077652641
7,0.4529553949832916,0.7032686689343884
8,0.44007736444473267,0.7138708041960843
9,0.43096569180488586,0.7198868817609102
10,0.4180357754230499,0.7299785219955793
11,0.4024873971939087,0.7412091676296322
12,0.3891056776046753,0.7530265260065878
13,0.37285101413726807,0.7635556069912186
14,0.36079609394073486,0.7717258784179178
15,0.3468373715877533,0.7825625126612694
16,0.33668699860572815,0.7892797085210512
17,0.322248637676239,0.8001358722288673
18,0.31696367263793945,0.8040948454536577
19,0.3106898367404938,0.807713326486078
20,0.30251944065093994,0.8148886574548894
21,0.29834574460983276,0.8177398570820282
22,0.2926388084888458,0.8215946093904603
23,0.285839319229126,0.8260668037841866
24,0.28087493777275085,0.8288235746386647
25,0.2775573134422302,0.8314382321545356
26,0.272710919380188,0.8346196555274967
27,0.26830175518989563,0.8378103245602093
28,0.2620793581008911,0.8420576287654736
29,0.2579059302806854,0.8442870840559894
30,0.25506237149238586,0.8469413217605213
31,0.24882368743419647,0.8502948372471705
32,0.2463270127773285,0.8519255262209559
33,0.2439144402742386,0.8532869517499317
34,0.23988327383995056,0.8562445951552328
35,0.23967134952545166,0.8570146533670726
36,0.235994353890419,0.8590920446195405
37,0.23438578844070435,0.8598585692101294
38,0.2347194403409958,0.8597350882737029
39,0.23027336597442627,0.8626925638380244
40,0.22948677837848663,0.8636532300557875
41,0.22883248329162598,0.8638504777345517
42,0.2258886843919754,0.8660515237592278
43,0.22563214600086212,0.8666706461907748
44,0.2244328260421753,0.8667464848476699
45,0.2226901352405548,0.8682290205568993
46,0.22165951132774353,0.8694886767586313
47,0.2211420089006424,0.8691144256391571
48,0.22152996063232422,0.868674315544695
49,0.22092188894748688,0.8691573371480654
50,0.21744303405284882,0.8714331567054565
51,0.21745632588863373,0.8711812754451984
52,0.2165895402431488,0.8730905355567273
53,0.2152656465768814,0.8733102314095831
54,0.22208157181739807,0.8699167522028729
55,0.2132156938314438,0.874834434870635
56,0.21263107657432556,0.875416035971368
57,0.2116948813199997,0.875740784143582
58,0.21088963747024536,0.8764597056958991
59,0.21209801733493805,0.8750241251821627
60,0.21051831543445587,0.8763577893163181
61,0.20948584377765656,0.8773905745332815
62,0.2106570154428482,0.8768909790703159
63,0.2120140641927719,0.8758754813751106
64,0.21175110340118408,0.8757724058421474
65,0.2072416990995407,0.8785435675086722
66,0.20967711508274078,0.876528637524776
67,0.20414631068706512,0.8808618950390372
68,0.2021813541650772,0.8819405383477403
69,0.20286482572555542,0.8813053591051263
70,0.20174327492713928,0.8824019233039385
71,0.20306852459907532,0.8808451339817182
72,0.20200912654399872,0.8820147789287757
73,0.2002490758895874,0.8824012883867404
74,0.20080561935901642,0.8823339321662421
75,0.19986236095428467,0.8832587339563215
76,0.1965331882238388,0.8853180068482515
77,0.19846005737781525,0.8836421515322039
78,0.19797031581401825,0.8838627743082779
79,0.19670504331588745,0.8851521497241692
80,0.1960589438676834,0.8849605488287072
81,0.19395661354064941,0.8867614151509449
82,0.1966293454170227,0.8843530664339374
83,0.19518305361270905,0.8855306139321629
84,0.1920480877161026,0.8874249424119446
85,0.19341658055782318,0.8861567501481805
86,0.1939912587404251,0.8866505462605805
87,0.1919909566640854,0.8872153504101746
88,0.19138163328170776,0.887837352112846
89,0.19166992604732513,0.8876885573566434
90,0.19005988538265228,0.8886941520105057
91,0.19081071019172668,0.8888507293447167
92,0.18950338661670685,0.8890779956051116
93,0.18788021802902222,0.8903799468261466
94,0.18837571144104004,0.8892416293646315
95,0.18605130910873413,0.8915983920190291
96,0.1866379827260971,0.8910668489940896
97,0.18637919425964355,0.8909419668964601
98,0.18496517837047577,0.8916188413343356
99,0.18434332311153412,0.8917263485104021
100,0.1840638518333435,0.8921835211454505
101,0.18343964219093323,0.8930981460906087
102,0.18484294414520264,0.8916762007941693
103,0.18259292840957642,0.8927417152403361
104,0.18156206607818604,0.8939324093972714
105,0.18273194134235382,0.8934211538893236
106,0.1830611377954483,0.8928331211153262
107,0.18333524465560913,0.8924529596583562
108,0.18075868487358093,0.8943206419458624
109,0.17981377243995667,0.8952718743806332
110,0.17966465651988983,0.8956803763691569
111,0.18030592799186707,0.8940131735484945
112,0.18207906186580658,0.893040090196361
113,0.1793128401041031,0.8950413141474836
114,0.18025720119476318,0.894669837718511
115,0.17911528050899506,0.8958137585335345
116,0.17927266657352448,0.8959622221846961
117,0.1794143170118332,0.8957727144333252
118,0.17891563475131989,0.8957035242379752
119,0.18047142028808594,0.8946585293132051
120,0.1775980144739151,0.896534471146202
121,0.17980383336544037,0.8952750806398214
122,0.1772613674402237,0.8968173282672416
123,0.17779386043548584,0.8966201190006664
124,0.17825719714164734,0.8961535646388558
125,0.180032879114151,0.8954707426584938
126,0.17752142250537872,0.8963648233069502
127,0.17809875309467316,0.8960590491599002
128,0.17695626616477966,0.897093215376367
129,0.17736318707466125,0.8966967171082201
130,0.17656917870044708,0.8964372236727297
131,0.17685826122760773,0.8965422512023908
132,0.17616161704063416,0.8975721952532049
133,0.17637182772159576,0.8979045354587938
134,0.17878299951553345,0.8950785774141314
135,0.1752743124961853,0.8981888707237173
136,0.17726701498031616,0.8971000295643218
137,0.17419186234474182,0.8983980312259958
138,0.17558284103870392,0.8980798704607165
139,0.17501309514045715,0.8981716704372794
140,0.1739259958267212,0.8984547948373314
141,0.17468516528606415,0.8983611454525873
142,0.17532765865325928,0.898448309433725
143,0.175094336271286,0.8977029308050269
144,0.17493239045143127,0.8986993367413074
145,0.17477461695671082,0.8982194505559354
146,0.17934823036193848,0.89543972435249
147,0.17627868056297302,0.897098945631693
148,0.17642101645469666,0.8971883676292972
149,0.17390073835849762,0.8993011013411834
150,0.17409339547157288,0.8981956015791267
151,0.17600487172603607,0.8972845780757984
152,0.1754472404718399,0.8972716749427992
153,0.17444923520088196,0.8982490401335197
154,0.17321237921714783,0.8993051336461793
155,0.17466001212596893,0.8979966388283342
156,0.17353330552577972,0.8986675528649664
157,0.17326001822948456,0.8992827713130496
158,0.17538577318191528,0.8972249660689591
159,0.1718321442604065,0.8996891180403798
160,0.17352572083473206,0.8987858116569513
161,0.1732313632965088,0.8992941088665539
162,0.1729424148797989,0.89870901836373
163,0.17296387255191803,0.8994974548843309
164,0.17236703634262085,0.8996895918863488
165,0.1710265725851059,0.9005282360006334
166,0.17278529703617096,0.8993393069271203
167,0.17277660965919495,0.8986198362563339
168,0.17390581965446472,0.8987994839173565
169,0.17199914157390594,0.9001944399845333
170,0.17154435813426971,0.9000970286531964
171,0.1716785579919815,0.8997802177003033
172,0.1710761934518814,0.9002593040967236
173,0.1718786656856537,0.8995124821280851
174,0.17271575331687927,0.8989031989720773
175,0.17016920447349548,0.9011973095310858
176,0.1716683954000473,0.8998650575293151
177,0.1699233055114746,0.9008755101484879
178,0.16959068179130554,0.901358773431516
179,0.1714208424091339,0.8994426407439096
180,0.1710347682237625,0.9002751309954404
181,0.16941693425178528,0.9014168653713259
182,0.17078126966953278,0.9000471474112173
183,0.16968940198421478,0.9011802166042499
184,0.17032666504383087,0.900816849710016
185,0.17031028866767883,0.900537728618067
186,0.17020921409130096,0.9002612027539492
187,0.1698642373085022,0.9012049110917316
188,0.17068152129650116,0.9005943430608923
189,0.1710909903049469,0.9003373647910082
190,0.17164961993694305,0.8996658533718404
191,0.1698254644870758,0.9009464930540999
192,0.16944600641727448,0.9016010592586516
193,0.17127539217472076,0.9004462749917213
194,0.17039746046066284,0.9006076215657138
195,0.1712154746055603,0.8998847469127401
196,0.16898557543754578,0.9020771956948878
197,0.1700984239578247,0.9009929280406042
198,0.16962090134620667,0.9013286544452533
199,0.17074128985404968,0.8997459893458981
200,0.16968853771686554,0.9010737573886399
201,0.17004941403865814,0.9015719967830864
202,0.1713096648454666,0.9003801030898344
203,0.17036622762680054,0.9008292286301853
204,0.16935980319976807,0.9019924847183889
205,0.17126251757144928,0.8995733412137912
206,0.16889744997024536,0.9018852366997896
207,0.16981567442417145,0.9014289622165323
208,0.16999909281730652,0.9014644163234199
209,0.16916057467460632,0.9013379267131988
210,0.16982854902744293,0.9011278733025109
211,0.16881780326366425,0.9019526489468355
212,0.17074371874332428,0.9009455722751585
213,0.1687576174736023,0.9018534758770793
214,0.17068876326084137,0.9003256711495196
215,0.17034026980400085,0.900305600465806
216,0.16917042434215546,0.901671339840207
217,0.16898654401302338,0.9010724454538949
218,0.170106902718544,0.901224024094408
219,0.17116138339042664,0.9002543430442047
220,0.17042100429534912,0.9006100761374359
221,0.17140032351016998,0.8998305054691123
222,0.16902810335159302,0.901479433554242
223,0.16945883631706238,0.9010171700558767
224,0.1694655865430832,0.9017553502051877
225,0.16957531869411469,0.9009896810162709
226,0.16944323480129242,0.9010274418563659
227,0.16965492069721222,0.9008329031547648
228,0.16954591870307922,0.9013068597239089
229,0.16928033530712128,0.9012042254327131
230,0.16907162964344025,0.9016564314979096
231,0.16988304257392883,0.9009249282436934
232,0.16908608376979828,0.9015190976323568
233,0.16900211572647095,0.9015511667559463
234,0.16885027289390564,0.9019354019669886
235,0.16927137970924377,0.901655241724456
236,0.16794094443321228,0.9023583155545625
237,0.1692904531955719,0.9014861690490505
238,0.16790209710597992,0.90215832803704
239,0.1700347363948822,0.9013594648394228
240,0.16865667700767517,0.9014466375310801
241,0.16861288249492645,0.9019438197903124
242,0.16905274987220764,0.901701786581929
243,0.16812478005886078,0.902546246258903
244,0.16891109943389893,0.9017580376462797
245,0.1690073013305664,0.9014412587755231
246,0.1702178418636322,0.9006578270081836
247,0.17034323513507843,0.901052388021356
248,0.16896216571331024,0.9014212658246613
249,0.16839341819286346,0.9019014970032669
250,0.16830693185329437,0.9023773422909782
251,0.16904442012310028,0.9014374152340162
252,0.16943678259849548,0.9011497250066098
253,0.16938462853431702,0.9012565042982823
254,0.16795681416988373,0.9022483104027528
255,0.16819614171981812,0.902470976885358
256,0.1673559695482254,0.9030139298377792
257,0.16999201476573944,0.9005745412445598
258,0.16825896501541138,0.9020940850859822
259,0.16901294887065887,0.9014242799635076
260,0.1675591766834259,0.9026542774662754
261,0.16715064644813538,0.9025753995537693
262,0.16988879442214966,0.9005110243311185
263,0.17130357027053833,0.8998187987041792
264,0.16743984818458557,0.9024210726791358
265,0.16911618411540985,0.9011073695950116
266,0.16809828579425812,0.9020667309408374
267,0.16791000962257385,0.902177855571941
268,0.1711946278810501,0.899617687485181
269,0.168181374669075,0.9020284141626994
270,0.1698637306690216,0.9007900300921012
271,0.16749532520771027,0.9025359285288274
272,0.16967041790485382,0.9011041525612311
273,0.16858269274234772,0.9017963385487185
274,0.16737507283687592,0.902800615582125
275,0.1679057627916336,0.9020208431566265
276,0.16784684360027313,0.9020709798811175
277,0.17045870423316956,0.9005904284154185
278,0.1686815619468689,0.901962797741137
279,0.16863812506198883,0.9020091568301086
280,0.16833868622779846,0.9024693431201085
281,0.16811713576316833,0.9019028921732948
282,0.16786198318004608,0.9018165607858286
283,0.16767452657222748,0.9019042506058007
284,0.16780883073806763,0.9028457012703708
285,0.16891025006771088,0.9013826298240931
286,0.16876937448978424,0.9019566715684608
287,0.16907955706119537,0.9010647076042383
288,0.16840732097625732,0.9022621228874342
289,0.1678348183631897,0.9017882231782999
290,0.1680184006690979,0.9025225100173461
291,0.16797716915607452,0.9022975866068152
292,0.16705617308616638,0.9030933002741739
293,0.1683306246995926,0.9017541737659593
294,0.1682446300983429,0.9019381513360345
295,0.16676609218120575,0.9031941004297662
296,0.16757363080978394,0.9027935462467678
297,0.1682467758655548,0.9018628365842917
298,0.16820509731769562,0.9021321236625883
299,0.168728768825531,0.9019858360392259
300,0.16911707818508148,0.901825710131519
301,0.16737763583660126,0.9026158245509858
302,0.16870294511318207,0.9019232916199192
303,0.16814939677715302,0.9025024167504223
304,0.1684754639863968,0.9019294072231512
305,0.1687314212322235,0.9011513420459965
306,0.167596697807312,0.9026112081764277
307,0.1691385805606842,0.9015195848304676
308,0.16812492907047272,0.9017268593741007
309,0.16892462968826294,0.901218797527884
310,0.16774603724479675,0.9023629233046617
