Epoch,Train Loss,Val Loss,Val Spearman,Learning Rate
1,0.5289955602787255,0.9227485905174447,0.3040725135229499,0.01
2,0.5013970055975029,1.1944650486464534,0.14424838290877817,0.01
3,0.4844646244390776,1.094283811949518,0.06880388067942256,0.01
4,0.4727773856290672,1.1905060388734088,0.01825743824265714,0.01
5,0.461734456731663,0.9826252595808235,0.2912492619744726,0.01
6,0.4570905030834706,0.48599557388457204,0.6662180926136648,0.01
7,0.4517147310951586,0.44778570298296155,0.6886725582863183,0.01
8,0.44912150243672966,0.5096833436246861,0.6576825099712146,0.01
9,0.4449545777180082,0.6089177219170118,0.5893037905768376,0.01
10,0.4417114488385187,0.4668009133626706,0.6762458103442965,0.01
11,0.4394025598997064,0.4806125399809561,0.6724278375574517,0.01
12,0.43811063495834923,1.0477161096743357,0.2539495153790854,0.01
13,0.43437837233831733,0.8295781251945233,0.43428808829059784,0.001
14,0.3954056426447304,0.3907812419786446,0.7312294010311335,0.001
15,0.3868141058369787,0.38971803710149205,0.7314502241289239,0.001
16,0.3837818470138376,0.38813868140882896,0.7333313241157905,0.001
17,0.381638269756352,0.3877616527974833,0.7344173547752065,0.001
18,0.379791609326751,0.38652941359191384,0.736443031654618,0.001
19,0.3780924525052005,0.3880296446331773,0.7349310002509435,0.001
20,0.376682372751017,0.3904352633710851,0.7329067039261887,0.001
21,0.37541468530111244,0.3892922320832179,0.7340769462146315,0.001
22,0.37420487545714975,0.38831332616900743,0.7355271912600495,0.001
23,0.37318281732535746,0.38611375935848113,0.7378852095554275,0.001
24,0.37213603482763147,0.38959180902578705,0.7354497366053796,0.001
25,0.3710811825727341,0.39265555641503624,0.7331081659118301,0.001
26,0.37022694193646116,0.3975695558956691,0.7301098558183587,0.001
27,0.3692289233934005,0.39663991246904645,0.7306346718838935,0.001
28,0.3682852077053358,0.39178863241983974,0.7344389998932336,0.001
29,0.36739229111229926,0.39052961754197835,0.7353103896490246,0.0001
30,0.36300889280163956,0.3720480480478227,0.7483685921002801,0.0001
31,0.3616224183298659,0.37151168585734295,0.7487941236008234,0.0001
32,0.3612349109332908,0.3712673499986723,0.7490363101912453,0.0001
33,0.3609689029444575,0.37124418348096727,0.7490026187657821,0.0001
34,0.36075568490361887,0.3711449067405019,0.7490285193328932,0.0001
35,0.36057145464907103,0.370961582842813,0.7491328891029959,0.0001
36,0.36041083024955106,0.3708769918489857,0.7491992016563808,0.0001
37,0.3602506634663477,0.3707834770881647,0.7492723113062322,0.0001
38,0.360103154868665,0.37059014795207174,0.7494603497019947,0.0001
39,0.3599573153012157,0.3704835451314065,0.7495145237517608,0.0001
40,0.3598177508239764,0.37039090546148257,0.7495872651828633,0.0001
41,0.3596822004642182,0.37037153042756116,0.7495790435057371,0.0001
42,0.35955901168293347,0.3702272460331345,0.7496848947268363,0.0001
43,0.3594327126054222,0.3701624944885784,0.7497058066494287,0.0001
44,0.3593062164755792,0.3700955722056972,0.7497731498924202,0.0001
45,0.3591826184499737,0.3700731850653955,0.749781637676482,0.0001
46,0.3590783611833059,0.3700321551859151,0.7498319435753488,0.0001
47,0.3589624233073996,0.3698789763578119,0.7499056444731641,0.0001
48,0.3588463956784508,0.369861685856323,0.7498933482470589,0.0001
49,0.35873293511561244,0.36987561370872923,0.7498994085580307,0.0001
50,0.3586226970662025,0.369730369246944,0.7500299915596631,0.0001
51,0.35851634256369547,0.3697000440793515,0.7500345979213474,0.0001
52,0.3584147430394276,0.36966029154243496,0.7500825488541129,0.0001
