Epoch,TrainLoss,ValLoss,ValSpearman,LR
1,100.73400864152961,110.69447789792156,0.27336045927017205,0.0009972636867364526
2,56.1351659354769,95.46303254447669,0.4100075331265482,0.000989084726566536
3,48.70080283291782,92.88061529806703,0.45666431152067266,0.0009755527298894293
4,45.87978770067767,83.11790095530029,0.5037238031766076,0.000956815956092479
5,43.55532633284368,99.9425242679348,0.3788000113581509,0.0009330796891903273
6,41.64188187269949,78.80453207781433,0.5407794364018714,0.0009046039886902862
7,40.84752337490488,129.91728612618854,0.19532044183206976,0.0008717008403259584
8,39.14392849924039,78.22826090694967,0.5330263291959598,0.0008347307378762498
9,38.133944920131135,85.0127554832645,0.47892277960677415,0.0007940987335200903
10,36.958635881733024,85.07455636321895,0.5363183556070014,0.0007502499999999999
11,36.4178167916974,78.17623775802913,0.5379584391896294,0.0007036649532163623
12,35.56002797552929,78.80581237392619,0.5330857924565175,0.0006548539886902863
13,35.32980519373223,89.79402194765258,0.4729861413855942,0.0006043518895634708
14,34.571949434001624,84.53557078498562,0.49361471481854524,0.000552711967402193
15,34.026541224842646,99.67799007117783,0.44213105635814254,0.0005005
16,33.20622210616276,88.22123669127872,0.4894432668714475,0.0004482880325978072
